Description,revenue_per_product,Revenue Percentage per Product
NUMBER TILE VINTAGE FONT 9 ,71.28999999999999,0.0008611443224174284
YELLOW POT PLANT CANDLE,71.05,0.0008582452533000181
CHARLIE AND LOLA CHARLOTTE BAG,70.95,0.0008570373078344306
CONGRATULATIONS BUNTING,70.85,0.000855829362368843
PACK OF 12 CHRISTMAS FUN CARDS,70.8,0.0008552253896360492
PINK ROSEBUD PEARL BRACELET,70.35,0.0008497896350409047
STRIPY DESIGN SHOWER CAP,70.28,0.0008489440732149934
PINK SQUARE TABLE CLOCK,70.10000000000001,0.0008467697713769358
WRAP BAD HAIR DAY,70.0,0.0008455618259113481
GREEN MURANO TWIST NECKLACE,69.65,0.0008413340167817913
ROUND PURPLE CLOCK WITH SUCKER,69.35,0.0008377101803850284
NUMBER TILE VINTAGE FONT 0,69.34,0.0008375893858384696
WOVEN BUBBLE GUM CUSHION COVER,69.3,0.0008371062076522345
WOVEN CANDY CUSHION COVER ,69.3,0.0008371062076522345
ST TROPEZ NECKLACE,69.3,0.0008371062076522345
CLEAR MILKSHAKE GLASS,69.0,0.0008334823712554717
"GREETING CARD,SQUARE, DOUGHNUTS",68.84,0.0008315496585105314
EASTER BUNNY WITH BASKET ON BACK,68.25,0.0008244227802635643
ASSORTED FARMYARD ANIMALS IN BUCKET,68.06,0.0008221276838789478
BLACK VINT ART DEC CRYSTAL NECKLACE,68.0,0.0008214029165995952
SILVER/NATURAL SHELL NECKLACE,68.0,0.0008214029165995952
SILVER M.O.P ORBIT DROP EARRINGS,68.0,0.0008214029165995952
AMBER DIAMANTE EXPANDABLE RING,68.0,0.0008214029165995952
ORIGAMI VANILLA INCENSE CONES,67.83,0.0008193494093080962
FLOWERS TILE HOOK,67.62,0.0008168127238303622
LUSH GREENS RIBBONS,67.5,0.0008153631892716571
SMALL ZINC/GLASS CANDLEHOLDER,67.25,0.0008123433256076878
SET OF 12 MINI BUNNIES IN A BUCKET,67.2,0.0008117393528748943
"ACRYLIC HANGING JEWEL,PINK",66.55,0.0008038877073485743
BEACH HUT MIRROR,66.39,0.0008019549946036343
EASTER BUNNY HANGING GARLAND,66.25,0.0008002638709518115
WHITE  ROSEBUD PEARL BRACELET,65.7,0.0007936201708910796
RASPBERRY ANT COPPER FLOWER NECKLAC,65.45,0.0007906003072271104
PINK B'FLY C/COVER W BOBBLES,65.45,0.0007906003072271104
PURPLE BERTIE GLASS BEAD BAG CHARM,65.39999999999999,0.0007899963344943164
PACK/12 BLUE FOLKART CARDS,64.9,0.0007839566071663784
BISCUIT TIN VINTAGE LEAF,64.56,0.0007798495925833805
BLUE CHARLIE+LOLA PERSONAL DOORSIGN,64.39999999999999,0.00077791687983844
"DECORATION HEN ON NEST, HANGING",64.35,0.0007773129071056463
VINTAGE ENAMEL & CRYSTAL EARRINGS,64.35,0.0007773129071056463
SET OF 36 SPACEBOY PAPER DOILIES,63.8,0.0007706692070449143
16 PC CUTLERY SET PANTRY DESIGN,63.8,0.0007706692070449143
EAU DE NILE JEWELLED T-LIGHT HOLDER,63.75,0.0007700652343121205
PINK METAL SWINGING BUNNY,63.75,0.0007700652343121205
SILVER LATTICE VANILLA CANDLE POT,63.75,0.0007700652343121205
FINE SILVER NECKLACE W PASTEL FLOWE,63.75,0.0007700652343121205
BLUE SQUARE COMPACT MIRROR,63.75,0.0007700652343121205
SET OF 3 BABUSHKA STACKING TINS,63.59999999999991,0.0007682533161137379
BLUE WIRE SPIRAL CANDLE HOLDER,63.5,0.0007670453706481514
TURQUOISE BERTIE GLASS BEAD CHARM,63.3,0.0007646294797169761
"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28,0.0007643878906238587
CHRISTMAS CRAFT HEART STOCKING ,63.0,0.0007610056433202132
SCOTTIES CHILDRENS APRON,62.7,0.0007573818069234504
MIDNIGHT BLUE GLASS/SILVER BRACELET,62.64999999999999,0.0007567778341906564
BLACK/WHITE GLASS/SILVER BRACELET,62.64999999999999,0.0007567778341906564
PINK STRING CURTAIN WITH POLE,62.6,0.0007561738614578627
RED DAISY PAPER LAMPSHADE,62.5,0.0007549659159922751
MONEY BOX FIRST ADE DESIGN,62.5,0.0007549659159922751
SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,0.0007531539977938934
ORIGAMI SANDLEWOOD INCENSE+FLOWER,62.15,0.0007507381068627183
SET/6 POSIES PAPER CUPS,62.12,0.000750375723223042
ZINC HEART LATTICE CHARGER SMALL,61.95,0.000748322215931543
TURQUOISE GLASS TASSLE BAG CHARM ,61.949999999999996,0.000748322215931543
A4 WALL TIDY BLUE OFFICE,61.86000000000001,0.0007472350650125142
FLOWERS HANDBAG blue and orange,61.25,0.0007398665976724296
"WALL ART ,PUDDINGS ",61.2,0.0007392626249396357
BLUE DISCO HANDBAG,60.68,0.00073298130851858
ORIENTAL RED CUSHION COVER ,60.45,0.0007302030339477284
CUBIC MUG FLOCK BLUE ON BROWN,60.33,0.0007287534993890231
PIG MUG IN TWO COLOUR DESIGNS,60.04,0.0007252504575388191
"BATHROOM SCALES, TROPICAL BEACH",60.0,0.0007247672793525841
PAIR BUTTERFLY HAIR CLIPS,60.0,0.0007247672793525841
ELVIS WALLHANGING / CURTAIN,60.0,0.0007247672793525841
"BREAD BIN, DINER STYLE, IVORY",59.8,0.0007223513884214087
"BREAD BIN, DINER STYLE, MINT",59.8,0.0007223513884214087
PINK MURANO TWIST NECKLACE,59.699999999999996,0.000721143442955821
METAL RABBIT LADDER EASTER ,59.5,0.0007187275520246459
PINK PAISLEY CUSHION COVER ,59.5,0.0007187275520246459
RUSTIC STRAWBERRY JAMPOT SMALL,59.400000000000006,0.0007175196065590583
WAY OUT METAL SIGN ,59.400000000000006,0.0007175196065590583
PINK BUTTERFLY CUSHION COVER ,59.400000000000006,0.0007175196065590583
CRYSTAL DIAMANTE STAR BROOCH,59.4,0.0007175196065590582
WOVEN SUNSET CUSHION COVER ,59.4,0.0007175196065590582
I LOVE LONDON WALL ART,59.4,0.0007175196065590582
ENGLISH ROSE METAL WASTE BIN,59.0,0.0007126878246967077
PINK & WHITE ROSEBUD RING,58.900000000000006,0.0007114798792311201
PARTY TIME DESIGN FLANNEL,58.9,0.00071147987923112
"TUMBLER, BAROQUE",58.86,0.0007109967010448849
GARDEN PATH POCKET BOOK,58.65,0.0007084600155671509
CLEAR ACRYLIC FACETED BANGLE,58.6,0.000707856042834357
CD WALL TIDY RED FLOWERS,58.56,0.000707372864648122
SET OF 36 PANTRY PAPER DOILIES,58.019999999999996,0.0007008499591339487
SET OF 36 DOLLY GIRL PAPER DOILIES,58.0,0.0007006083700408312
BLACK ORANGE SQUEEZER,57.96,0.0007001251918545961
RETRO PINK BALL ASHTRAY ,57.5,0.000694568642712893
TOP SECRET PEN SET,57.5,0.000694568642712893
SET 4 NURSERY DES ROUND BOXES,57.25,0.000691548779048924
SMOKEY GREY COLOUR GLASS,56.839999999999996,0.0006865962026400145
BLUE BLOSSOM HAIR CLIP,56.699999999999996,0.0006849050789881918
PINK/PURPLE CIRCLE CURTAIN,56.52,0.0006827307771501342
BLUE TABLE RUN FLOWER,56.25,0.0006794693243930475
BLUE TRAVEL FIRST AID KIT,56.1,0.000677657406194666
DAISY HAIR BAND,56.1,0.000677657406194666
NECKLACE+BRACELET PINK BUTTERFLY,56.099999999999994,0.0006776574061946659
VINTAGE NOTEBOOK TRAVELOGUE,56.05,0.0006770534334618722
SET OF 3 CONEY ISLAND OVAL BOXES,55.95,0.0006758454879962847
"LETTER ""A"" BLING KEY RING",55.71,0.0006729464188788743
CLASSICAL ROSE TABLE LAMP,55.7,0.0006728256243323155
"FLOWER GLASS GARLD NECKL36""AMETHYST",55.650000000000006,0.0006722216515995217
ROSE DU SUD DRAWSTRING BAG,55.25,0.0006673898697371712
BLACK SMALL GLASS CAKE STAND,54.6,0.0006595382242108515
COLUMBIAN CUBE CANDLE,54.599999999999994,0.0006595382242108514
WOVEN FROST CUSHION COVER,54.45,0.00065772630601247
LILY BROOCH OLIVE COLOUR,54.45,0.00065772630601247
TEATIME PEN CASE & PENS,54.4,0.0006571223332796762
SWEET PUDDING STICKER SHEET,54.4,0.0006571223332796762
CHRYSANTHEMUM POCKET BOOK ,54.4,0.0006571223332796762
"RETRO ""TEA FOR ONE"" ",54.3,0.0006559143878140885
GOLD FABRIC MIRROR,54.209999999999994,0.0006548272368950595
IVY HEART WREATH,54.0,0.0006522905514173257
SPACEBOY MINI RUCKSACK,53.95,0.0006516865786845318
4 BURGUNDY WINE DINNER CANDLES,53.75,0.0006492706877533565
ZINC HEART LATTICE TRAY OVAL ,53.550000000000004,0.0006468547968221812
HEART BUTTONS JEWELLERY BOX,53.550000000000004,0.0006468547968221812
GREEN FERN POCKET BOOK,53.55,0.0006468547968221812
WAKE UP COCKEREL TILE HOOK,53.46,0.0006457676459031524
FOLK ART METAL HEART T-LIGHT HOLDER,52.76,0.0006373120276440389
CREAM CLIMBING HYDRANGA ART FLOWER,52.5,0.000634171369433511
CUBIC MUG FLOCK PINK ON BROWN,52.5,0.000634171369433511
FIRE POLISHED GLASS BRACELET GREEN,52.5,0.000634171369433511
HELLO SAILOR BATHROOM SET,52.5,0.000634171369433511
BLUE CLIMBING HYDRANGA ART FLOWER,52.5,0.000634171369433511
CRYSTAL PAIR HEART HAIR SLIDES,52.5,0.000634171369433511
DOORKNOB CERAMIC IVORY,52.2,0.0006305475330367481
RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,0.0006305475330367481
SET OF 72 GREEN PAPER DOILIES,52.199999999999996,0.0006305475330367481
VINTAGE BEAD COSMETIC BAG ,51.82,0.000625957340267515
FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,0.0006232998602432222
RETRO BROWN BALL ASHTRAY ,51.25,0.0006190720511136655
SILVER LARIAT BLACK STONE EARRINGS,51.0,0.0006160521874496965
NECKLACE+BRACELET SET BLUE HIBISCUS,51.0,0.0006160521874496965
BLACK GEMSTONE NECKLACE 45CM,51.0,0.0006160521874496965
CAKE STAND VICTORIAN FILIGREE LARGE,51.0,0.0006160521874496965
TEATIME FUNKY FLOWER BACKPACK FOR 2,50.849999999999994,0.0006142402692513149
5 STRAND GLASS NECKLACE BLACK,50.8,0.0006136362965185211
VINTAGE PHOTO ALBUM PARIS DAYS,50.8,0.0006136362965185211
GREEN EASTER EGG HUNT START POST,50.699999999999996,0.0006124283510529334
S/3 POT POURI CUSHIONS BLUE COLOURS,50.4,0.0006088045146561706
FUSCHIA VOILE POINTY SHOE DEC,50.31,0.0006077173637371417
PINK FEATHERS CURTAIN,50.28,0.0006073549800974655
COLOURFUL FLOWER FRUIT BOWL,50.25,0.0006069925964577892
GREEN GLASS TASSLE BAG CHARM,50.15,0.0006057846509922015
LARGE ZINC GLASS CANDLEHOLDER,49.98,0.0006037311437007024
SPACE CADET BLACK,49.96,0.0006034895546075849
CRYSTAL FROG PHONE CHARM,49.92999999999999,0.0006031271709679086
"RUSTIC WOODEN CABINET, GLASS DOORS",49.9,0.0006027647873282323
VEGETABLE MAGNETIC  SHOPPING LIST,49.8,0.0006015568418626448
CORDIAL JUG,49.5,0.0005979330054658818
DECROTIVEVINTAGE COFFEE GRINDER BOX,49.5,0.0005979330054658818
PINK FLOWERS RABBIT EASTER,48.949999999999996,0.0005912893054051497
BUTTONS AND STRIPES NOTEBOOK ,48.75,0.0005888734144739745
CAKE SHOP  STICKER SHEET,48.449999999999996,0.0005852495780772116
CAKES AND RABBITS DESIGN FLANNEL ,48.449999999999996,0.0005852495780772116
PURPLE DRESS JEWELLERY STAND,48.19,0.0005821089198666837
BILI NUT AND WOOD NECKLACE,48.0,0.0005798138234820672
CHRISTMAS TREE T-LIGHT HOLDER,47.849999999999994,0.0005780019052836857
"FLOWER GLASS GARLAND NECKL.36""BLUE",47.7,0.0005761899870853043
FLOWER GARLAND NECKLACE RED,47.7,0.0005761899870853043
"WALL ART , LOVES' SECRET ",47.6,0.0005749820416197166
TURQUOISE HEART OF GLASS BRACELET,47.6,0.0005749820416197166
LOVE POTION MASALA INCENSE,47.25,0.00057075423249016
"LARGE CAKE TOWEL, CHOCOLATE SPOTS",47.25,0.00057075423249016
RED GLASS TASSLE BAG CHARM,47.2,0.0005701502597573661
SET OF 6 ICE CREAM SKITTLES,47.2,0.0005701502597573661
RED PEONY TABLE CLOCK,47.2,0.0005701502597573661
COLUMBIAN  CUBE CANDLE ,47.18,0.0005699086706642486
CROCHET WHITE RABBIT KEYRING ,46.349999999999994,0.000559882723299871
WHITE WIRE PLANT POT HOLDER,46.24,0.0005585539832877248
WHITE HYDRANGEA ART FLOWER,46.2,0.0005580708051014897
PAPER LANTERN 5 POINT STUDDED STAR,46.0,0.0005556549141703145
PINK FELT HANGING HEART W FLOWER,45.9,0.0005544469687047268
ROMANTIC IMAGES SCRAP BOOK SET,45.9,0.0005544469687047268
SET/6 GREEN SPRING PAPER CUPS,45.73,0.0005523934614132277
FAWN AND MUSHROOM GREETING CARD,45.36,0.0005479240631905536
BLACK BIRD GARDEN DESIGN MUG,45.33,0.0005475616795508772
RESIN NECKLACE W PASTEL BEADS,45.0,0.000543575459514438
DIAMANTE NECKLACE PURPLE,45.0,0.000543575459514438
PERIWINKLE T-LIGHT HOLDER,45.0,0.000543575459514438
4 PINK FLOCK CHRISTMAS BALLS,45.0,0.000543575459514438
TEAL/FUSCHIA COL BEAD NECKLACE,44.55,0.0005381397049192936
MOP PENDANT SHELL NECKLACE,44.55,0.0005381397049192936
GREEN  DIAMANTE PEN IN GIFT BOX,44.55,0.0005381397049192936
ANT COPPER RED BOUDICCA BRACELET,44.55,0.0005381397049192936
DIAMANTE BOW BROOCH BLACK COLOUR,44.449999999999996,0.0005369317594537059
FROG SOCK PUPPET,44.25,0.0005345158685225308
YELLOW/BLUE RETRO RADIO,44.25,0.0005345158685225308
CHERRY BLOSSOM LUGGAGE TAG,43.67,0.0005275097848221224
BLUE FLOWER DES PURSE,43.660000000000004,0.0005273889902755636
"RETRO PILL BOX KEY CHAIN,THE KING",43.65,0.0005272681957290048
PAIR OF ENAMEL BUTTERFLY HAIRCLIP,43.55,0.0005260602502634172
LITTLE GREEN MONSTER SOFT TOY,43.35,0.0005236443593322419
"PEARL & SHELL 42""NECKL. GREEN",43.0,0.0005194165502026853
BLUE MONTE CARLO HANDBAG,42.9,0.0005182086047370976
PAINTED LIGHTBULB STAR+ MOON,42.54,0.000513860001060982
"WRAP, CAROUSEL",42.0,0.0005073370955468088
WRAP SUMMER ROSE DESIGN,42.0,0.0005073370955468088
WRAP  VINTAGE DOILEY ,42.0,0.0005073370955468088
TRANQUILITY MASALA INCENSE,42.0,0.0005073370955468088
CRACKED GLAZE NECKLACE RED,41.7,0.0005037132591500459
PAPER LANTERN 5 POINT STAR MOON 30,41.5,0.0005012973682188706
FAN BLACK FRAME ,41.47,0.0005009349845791943
ANT SILVER FUSCHIA BOUDICCA RING,41.300000000000004,0.0004988814772876953
AMBER DROP EARRINGS W LONG BEADS,41.3,0.0004988814772876953
CREAM AND PINK FLOWERS PONY ,41.25,0.0004982775045549015
GREEN VINTAGE EARRINGS ,41.25,0.0004982775045549015
"STRING OF 8 BUTTERFLIES,PINK",41.25,0.0004982775045549015
CREAM BUNNY EASTER EGG BASKET,41.25,0.0004982775045549015
FIRST CLASS HOLIDAY PURSE ,40.97,0.0004948952572512561
PINK FLY SWAT,40.95,0.0004946536681581386
MINITURE ANTIQUE ROSE HOOK IVORY,40.8,0.0004928417499597571
LITTLE PINK MONSTER SOFT TOY,40.8,0.0004928417499597571
WHITE VINTAGE CRYSTAL BRACELET,40.5,0.0004892179135629943
DOGGY RUBBER,40.32,0.00048704361172493643
ROUND BLUE CLOCK WITH SUCKER,40.09,0.00048426533715408487
ORIGAMI OPIUM INCENSE/CANDLE SET ,40.05,0.00048378215896784977
CANDY SPOT TEA COSY,40.05,0.00048378215896784977
"LETTER ""C"" BLING KEY RING",40.04,0.0004836613644212911
ROCOCO WALL MIROR,39.9,0.00048197024076946835
BLUE MURANO TWIST NECKLACE,39.8,0.00048076229530388066
FREESTYLE CANVAS ART PICTURE,39.65,0.00047895037710549924
PINK CRYSTAL+GLASS BRACELET,39.6,0.0004783464043727055
CHILDRENS SPACEBOY MUG,39.6,0.0004783464043727055
SET/4 BUTTERFLY MIRROR MAGNETS,39.2,0.0004735146225103549
FAIRY CAKE NOTEBOOK A5 SIZE,39.1,0.0004723066770447673
MULTICOLOUR EASTER RABBIT ,39.0,0.00047109873157917965
FUSCHIA TABLE RUN FLOWER ,38.75,0.00046807886791521054
BLUE POLKADOT PUDDING BOWL,38.67,0.0004671125115427404
PINK STRAWBERRY HANDBAG ,38.35,0.00046324708605286
CANDY SPOT BUNNY,38.35,0.00046324708605286
NEW BAROQUE BLACK BOXES,38.25,0.0004620391405872723
CANDY SPOT HEART DECORATION,38.25,0.0004620391405872723
PINK YELLOW PATCH CUSHION COVER,38.25,0.0004620391405872723
LA PALMIERA WALL THERMOMETER,38.25,0.0004620391405872723
RED POLKADOT PUDDING BOWL,38.129999999999995,0.00046058960602856714
T-LIGHT HOLDER SILVER SAUCER,38.03,0.0004593816605629795
FLAG OF ST GEORGE ,37.95,0.0004584153041905094
PINK CHRYSANTHEMUMS ART FLOWER,37.8,0.0004566033859921279
SET OF 36 VINTAGE CHRISTMAS DOILIES,37.699999999999996,0.0004553954405265402
BLACK VINTAGE  CRYSTAL EARRINGS,37.5,0.00045297954959536504
FLOWER BURST SILVER RING CRYSTAL,37.5,0.00045297954959536504
GREEN CAT FLORAL CUSHION COVER ,37.5,0.00045297954959536504
RUBY DROP CHANDELIER EARRINGS,37.5,0.00045297954959536504
PAPER LANTERN 9 POINT HOLLY STAR 40,37.5,0.00045297954959536504
IVORY SCULPTED RND CANDLE ,37.4,0.00045177160412977735
ASSORTED COLOUR SUCTION CUP HOOK,37.24,0.0004498388913848372
HOT WATER BOTTLE BABUSHKA LARGE,37.2,0.0004493557131986021
SQUARE METAL CANDLEHOLDER BASE,36.519999999999996,0.0004411416840326061
BLACK MEDIUM GLASS CAKE STAND,36.32,0.00043872579310143083
VANILLA INCENSE 40 CONES IN TIN,36.25,0.00043788023127551954
GREY ACRYLIC FACETED BANGLE,35.9,0.00043365242214596275
ASSORTED CAKES FRIDGE MAGNETS,35.75,0.0004318405039475813
COPPER/OLIVE GREEN FLOWER NECKLACE,35.7,0.0004312365312147875
PINK/FLOWER RABBIT EGG WARMER ,35.7,0.0004312365312147875
BLACK DROP CRYSTAL NECKLACE,35.4,0.0004276126948180246
CRYSTAL HOOP EARRING FLORAL LEAF,35.4,0.0004276126948180246
LA PALMIERA TILE HOOK,35.19,0.00042507600934029046
BLUE POLKADOT PURSE ,35.07,0.00042362647478158533
PINK CLEAR GLASS CANDLE PLATE,35.0,0.00042278091295567405
LEAVES MAGNETIC  SHOPPING LIST,34.8,0.00042036502202449867
IVORY GOLD METAL BAG CHARM,34.77,0.0004200026383848225
"LETTER ""K"" BLING KEY RING",34.75,0.00041976104929170494
"RETRO PILL BOX , REVOLUTIONARY",34.72,0.0004193986656520286
RIVIERA NECKLACE,34.65,0.00041855310382611725
CD WALL TIDY BLUE OFFICE,34.56,0.0004174659529070884
HEN HOUSE W FAMILY IN BARN & NEST,34.510000000000005,0.0004168619801742946
MONEY BOX FIRST AID DESIGN,34.32,0.00041456688378967805
GOLD APERITIF GLASS,34.32,0.00041456688378967805
"GREETING CARD, OVERCROWDED POOL.",34.199999999999996,0.0004131173492309728
GOLD M.O.P ORBIT DROP EARRINGS,34.0,0.0004107014582997976
PINK BUTTERFLY WASHBAG,34.0,0.0004107014582997976
FILIGREE DIAMANTE EARRINGS,34.0,0.0004107014582997976
FUNKY FLOWER PICNIC BAG FOR 4,33.9,0.00040949351283420997
CRYSTAL SEA HORSE PHONE CHARM,33.66,0.0004065944437167996
FLOWER BLUE CLOCK WITH SUCKER,33.64,0.0004063528546236821
BLACK SIL'T SQU CANDLE PLATE ,33.6,0.0004058696764374471
PINK DOG CANNISTER,33.35,0.000402849812773478
DOLLY GIRL MINI RUCKSACK,33.2,0.0004010378945750965
WHITE WITH BLACK CATS PLATE,33.18,0.00040079630548197894
TURQ ICE CREAM BUM BAG ,33.150000000000006,0.00040043392184230275
NECKLACE+BRACELET SET FRUIT SALAD ,33.15,0.00040043392184230264
DROP DIAMANTE EARRINGS PURPLE,32.45,0.0003919783035831892
"FOLK ART GREETING CARD,pack/12",32.449999999999996,0.0003919783035831891
FLOWER FAIRY INCENSE BOUQUET,32.349999999999994,0.0003907703581176015
BLUE CHENILLE SHAGGY CUSHION COVER ,32.1,0.0003877504944536325
DANISH ROSE UMBRELLA STAND,31.9,0.00038533460352245714
"FLOWER GLASS GARLD NECKL36""TURQUOIS",31.8,0.00038412665805686956
"FLOWER GLASS GARLAND NECKL.36""GREEN",31.8,0.00038412665805686956
SET 12 COLOUR PENCILS DOILEY,31.200000000000003,0.0003768789852633437
PINK BUTTERFLY CUSHION COVER,31.2,0.0003768789852633437
YELLOW BREAKFAST CUP AND SAUCER,31.13,0.00037603342343743237
YULETIDE IMAGES S/6 PAPER BOXES,30.6,0.00036963131246981785
BAKING MOULD CHOCOLATE CUP CAKES,30.6,0.00036963131246981785
BAKING MOULD CUPCAKE CHOCOLATE,30.6,0.00036963131246981785
CANNABIS LEAF BEAD CURTAIN,30.599999999999998,0.0003696313124698178
PINK BREAKFAST CUP AND SAUCER ,30.45,0.0003678193942714364
MIDNIGHT BLUE VINTAGE EARRINGS,30.0,0.00036238363967629205
BIRTHDAY BANNER TAPE,30.0,0.00036238363967629205
PINK ROSEBUD & PEARL NECKLACE,30.0,0.00036238363967629205
BLACK CHRISTMAS FLOCK DROPLET ,30.0,0.00036238363967629205
WHITE CHRISTMAS FLOCK DROPLET ,30.0,0.00036238363967629205
GIFT BAG LARGE 50'S CHRISTMAS,30.0,0.00036238363967629205
PINK HEART DOTS HOT WATER BOTTLE,30.0,0.00036238363967629205
ENAMEL JUG PANTRY,30.0,0.00036238363967629205
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,30.0,0.00036238363967629205
BUTTERFLY CUSHION COVER,30.0,0.00036238363967629205
SET/9 CHRISTMAS T-LIGHTS SCENTED ,30.0,0.00036238363967629205
ENAMEL BOWL PANTRY,30.0,0.00036238363967629205
CAPIZ CHANDELIER,29.95,0.0003617796669434982
PALE PINK/AMETHYST STONE NECKLACE,29.849999999999998,0.0003605717214779105
SILVER/BLACK ORBIT NECKLACE,29.849999999999998,0.0003605717214779105
PURPLE AMETHYST NECKLACE W TASSEL,29.849999999999998,0.0003605717214779105
DIAMOND LAS VEGAS NECKLACE 45CM,29.75,0.00035936377601232294
CHRISTMAS MUSICAL ZINC HEART ,29.75,0.00035936377601232294
RUBY GLASS CLUSTER BRACELET,29.75,0.00035936377601232294
LIGHTHOUSE PRINTED METAL SIGN,29.700000000000003,0.00035875980327952915
GOLD DIAMANTE STAR BROOCH,29.7,0.0003587598032795291
ORANGE/WHT/FUSCHIA STONES NECKLACE,29.7,0.0003587598032795291
MODERN VINTAGE COTTON SHOPPING BAG,29.7,0.0003587598032795291
IVORY PENDANT TRIPLE SHELL NECKLACE,29.7,0.0003587598032795291
"WALL ART,ONLY ONE PERSON ",29.7,0.0003587598032795291
PINK FLOCK GLASS CANDLEHOLDER,29.68,0.00035851821418641155
"ACRYLIC JEWEL ANGEL,PINK",29.64,0.0003580350360001765
BLUE STONES ON WIRE FOR CANDLE,29.59,0.00035743106326738267
15 PINK FLUFFY CHICKS IN BOX,29.5,0.00035634391234835383
ANT SILVER PURPLE BOUDICCA RING,29.5,0.00035634391234835383
PINK VINTAGE VICTORIAN EARRINGS,29.499999999999996,0.0003563439123483538
OLD DOC RUSSEL METAL SIGN,29.4,0.00035513596688276615
VIP HOLIDAY PURSE,29.28,0.000353686432324061
FRENCH CHATEAU OVAL PLATTER,29.25,0.0003533240486843847
"LETTER ""L"" BLING KEY RING",29.19,0.00035259928140503213
WHITE/PINK CHICK EASTER DECORATION,28.9,0.0003490962395548279
ASS COL LARGE SAND FROG P'WEIGHT,28.35,0.00034245253949409597
PACK OF 12 DOILEY TISSUES,28.08,0.0003391910867370093
BLUE ROSE PATCH PURSE PINK BUTTERFL,28.049999999999997,0.00033882870309733296
TRANSPARENT ACRYLIC TAPE DISPENSER,27.91,0.00033713757944551034
PINK NEW BAROQUE FLOCK CANDLESTICK,27.9,0.00033701678489895154
CRACKED GLAZE NECKLACE IVORY,27.800000000000004,0.00033580883943336396
PINK/AMETHYST/GOLD NECKLACE,27.8,0.0003358088394333639
"GREETING CARD, STICKY GORDON",27.549999999999997,0.0003327889757693948
"LETTER ""E"" BLING KEY RING",27.25,0.00032916513937263195
FRUIT SALAD BAG CHARM,27.04,0.0003266284538948978
High Resolution Image,27.0,0.00032614527570866284
GLOW IN DARK DOLPHINS,26.88,0.00032469574114995766
ASSORTED COLOURED CIRCLE MOBILE ,26.88,0.00032469574114995766
TIGRIS EYE CHUNKY CHARM BRACELET,26.849999999999998,0.0003243333575102813
FROG KING WATERING CAN,26.55,0.0003207095211135184
TURQ STONE/CRYSTAL EARRINGS,26.549999999999997,0.00032070952111351835
DUSTY PINK CHRISTMAS TREE 60CM,26.549999999999997,0.00032070952111351835
KNITTED RABBIT DOLL ,26.4,0.00031889760291513693
LARGE MINT DIAMANTE HAIRSLIDE,26.4,0.00031889760291513693
WHITE VINTAGE CRYSTAL EARRINGS,26.25,0.0003170856847167555
SILVER DROP EARRINGS WITH FLOWER,26.25,0.0003170856847167555
ENVELOPE 50 CURIOUS IMAGES,26.17,0.0003161193283442854
GLITTER SNOW PEAR TREE DECORATION,26.099999999999998,0.00031527376651837403
SET OF 4 GREEN CAROUSEL COASTERS,26.05,0.00031466979378558024
"LETTER ""S"" BLING KEY RING",26.0,0.0003140658210527864
"LETTER ""D"" BLING KEY RING",25.71,0.00031056277920258224
CHERRY BLOSSOM TABLE CLOCK ,25.7,0.0003104419846560235
NEW BAROQUE SMALL NECKLACE BLACK,25.5,0.00030802609372484823
GLASS BEAD HOOP NECKLACE GREEN,25.5,0.00030802609372484823
GLASS BEAD HOOP NECKLACE AMETHYST,25.5,0.00030802609372484823
SET OF 16 VINTAGE IVORY CUTLERY,25.5,0.00030802609372484823
BEST DAD CANDLE LETTERS,25.499999999999996,0.0003080260937248482
WHITE ALLIUM  ARTIFICIAL FLOWER,25.35,0.00030621417552646675
IVORY PANTRY HANGING LAMP ,25.0,0.00030198636639691
BELL HEART ANTIQUE GOLD,24.96,0.00030150318821067497
SET OF 4 KNICK KNACK TINS  DOILEY ,24.9,0.0003007784209313224
AQUA BERTIE GLASS BEAD BAG CHARM,24.9,0.0003007784209313224
COPPER AND BRASS BAG CHARM,24.810000000000002,0.00029969127001229354
CROCHET BEAR RED/BLUE  KEYRING,24.75,0.0002989665027329409
GIRLY PINK TOOL SET,24.75,0.0002989665027329409
GARDEN PATH NOTEBOOK ,24.75,0.0002989665027329409
SILVER LOOKING MIRROR,24.75,0.0002989665027329409
VINTAGE ENAMEL & CRYSTAL NECKLACE,24.75,0.0002989665027329409
HARDMAN MUG 3 ASSORTED,24.57,0.0002967922008948832
MURANO STYLE GLASS BRACELET GOLD,24.5,0.00029594663906897184
PAINTED LIGHTBULB RAINBOW DESIGN,24.060000000000002,0.0002906316790203862
75 BLACK PETIT FOUR CASES,23.94,0.00028918214446168103
UNION JACK HOT WATER BOTTLE ,23.8,0.0002874910208098583
TOAST ITS - DINOSAUR,23.75,0.0002868870480770645
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,23.6,0.00028507512987868303
SILVER M.O.P. ORBIT NECKLACE,23.6,0.00028507512987868303
